interest_rate,income_ver,debt_to_income,credit_util,bankruptcy,term,issue,credit_checks,credit_utilized
12.62,Verified,40.04,0.499401957,1,60,2,0,27557
26.77,Verified,28.29,0.341452102,0,60,3,2,172266
17.09,Source Verified,22.1,0.312407228,0,60,2,3,83976
13.59,Verified,31.73,0.204172419,0,36,2,1,43923
12.61,Verified,17.36,0.513046698,0,60,3,0,38793
6.08,Not Verified,19.88,0.193076458,0,36,2,0,58412
26.3,Source Verified,33.96,0.487326051,0,36,2,0,34529
12.62,Not Verified,12.42,0.090358536,0,60,2,0,2432
7.96,Source Verified,14.05,0.558032283,0,36,3,3,33396
14.08,Verified,23.05,0.149542026,0,36,2,0,27755
15.04,Verified,11.21,0.734297427,0,60,2,3,78094
14.08,Verified,60.63,0.728469667,0,36,1,3,64734
25.82,Verified,39.88,0.395392318,0,60,3,1,174678
9.93,Source Verified,16.11,0.545254347,0,60,2,2,87154
13.58,Verified,18.09,0.785599074,0,60,3,2,18995
16.01,Source Verified,8.11,0.1116,0,36,3,1,279
13.59,Source Verified,27.98,0.802039,0,36,3,11,116274
13.58,Not Verified,37.36,0.544298237,0,36,3,0,27259
5.32,Not Verified,8.9,0.070501938,0,36,1,0,19684
10.9,Source Verified,22.96,0.563116974,1,36,3,0,19338
10.42,Verified,132.98,0.191446081,0,36,1,0,44234
9.93,Source Verified,22.78,0.281279245,0,36,1,2,27652
6.72,Not Verified,7.89,0.726226818,0,36,2,2,38063
12.61,Verified,0,0,0,60,3,3,0
12.62,Source Verified,29.02,0.710550181,0,36,1,7,79917
9.43,Source Verified,23.08,0.523587659,0,36,3,2,52031
12.61,Not Verified,NA,0.214444205,0,60,3,3,37885
6.07,Source Verified,30.05,0.145767393,1,36,2,3,113477
9.93,Not Verified,23.72,0.768879846,0,36,1,1,107697
16.02,Not Verified,18.19,0.218047619,0,36,1,2,9158
13.58,Source Verified,9.74,0.11499498,0,36,3,5,40547
7.35,Source Verified,7.13,0.579911775,0,36,2,1,11963
7.35,Verified,0.97,0.008837028,0,36,1,0,2715
13.59,Verified,42.27,0.772007821,1,60,1,6,70675
11.99,Source Verified,4.48,0.454458874,0,36,2,0,10498
5.32,Source Verified,22.31,0.214334654,0,36,2,2,94160
6.07,Verified,41.86,0.623177992,0,36,3,0,66781
11.98,Not Verified,6.86,0.186772152,0,36,2,1,2951
11.98,Source Verified,22.84,0.206015157,0,36,3,2,130079
11.99,Verified,25.23,0.407516562,0,36,1,5,109928
11.99,Source Verified,3.34,0.344035088,0,36,1,0,1961
7.97,Source Verified,25.23,0.237104417,0,36,1,2,84063
6.08,Source Verified,17.69,0.413069403,0,36,1,0,147555
16.02,Not Verified,5.9,0.037891501,0,60,1,1,9393
16.01,Verified,11.32,0.645332925,0,36,3,1,29473
17.09,Not Verified,30.69,0.205412994,0,36,2,2,58091
13.59,Verified,7.77,0.529550102,0,36,2,0,25895
10.91,Not Verified,6.01,0.600588235,0,36,2,0,5105
17.09,Not Verified,2.05,0.075539568,0,36,1,1,1050
9.43,Verified,14.45,0.476564898,0,36,2,1,287290
14.07,Source Verified,14.01,0.35042471,0,60,3,1,9076
9.93,Not Verified,25.66,0.315871565,0,60,2,5,41111
16.01,Not Verified,12.41,0.668859944,0,36,3,0,14943
5.32,Not Verified,18.24,0.490063936,0,36,2,0,85080
5.32,Not Verified,0.67,0.105584192,1,36,1,1,6145
12.62,Not Verified,35.56,0.555669838,1,36,1,0,25932
24.85,Not Verified,NA,0.830466611,1,60,2,5,74306
9.44,Source Verified,15.18,0.288422433,0,36,1,2,38721
15.04,Source Verified,8.7,0.512765957,0,60,2,0,4820
16.02,Source Verified,2.06,1.136905336,0,60,2,2,212358
17.47,Not Verified,11.53,0.659338679,0,60,3,1,29272
6.08,Source Verified,24.29,0.198437886,0,36,2,0,86788
9.93,Not Verified,17.67,0.119804015,0,60,1,0,31078
14.08,Source Verified,33.22,0.37562366,0,36,1,5,133106
11.99,Not Verified,12.8,0.543965577,0,36,1,3,15676
5.31,Source Verified,28.96,0.353334709,0,36,3,2,82180
16.01,Verified,19.96,0.125899419,0,60,3,2,71914
13.58,Source Verified,22.08,0.299306127,0,60,3,2,33085
14.07,Verified,28.24,0.82599935,0,60,3,1,139788
7.35,Source Verified,23.28,0.193103167,0,36,2,0,66206
10.42,Verified,16.26,0.202736574,0,60,1,0,42465
10.42,Not Verified,6.29,0.487411765,0,60,2,1,12429
7.35,Not Verified,9.79,0.191800406,0,60,2,0,63592
11.99,Not Verified,18.26,0.656775242,0,36,1,4,42827
7.34,Not Verified,10.29,0.474541156,1,36,2,0,56804
9.93,Source Verified,22.13,0.269718791,1,60,2,1,40303
13.58,Not Verified,44.7,0.676480832,0,60,3,3,101004
7.35,Not Verified,23.56,0.27819913,0,36,1,3,71234
14.07,Not Verified,31.44,0.218502781,0,60,3,5,21958
11.99,Source Verified,27.12,0.166702772,0,36,2,0,70027
9.44,Not Verified,12.28,0.599929973,0,36,1,0,44549
5.31,Verified,2.99,0.259195502,0,36,3,0,20929
14.08,Verified,28.31,0.103818304,0,60,2,0,31801
19.03,Source Verified,39.77,0.197345462,0,60,1,7,38227
14.07,Source Verified,12.23,0.474099526,0,60,3,2,20007
6.72,Source Verified,12.02,0.069346872,0,36,2,2,20611
5.31,Source Verified,4.65,0.072367624,0,36,3,3,13745
9.44,Source Verified,17.19,0.351405638,0,60,2,5,136811
6.08,Not Verified,20.79,0.381359641,0,36,2,0,30500
18.45,Verified,19.98,0.145819024,0,60,2,1,26114
10.9,Not Verified,22.67,0.187535336,0,36,3,5,49424
14.08,Source Verified,6.02,0.952460497,0,60,2,1,84388
9.93,Source Verified,4.27,0.064263872,0,60,1,3,51362
10.9,Source Verified,89.07,0.637821386,0,36,3,4,124062
15.05,Not Verified,26.98,0.634774444,1,60,1,2,77744
7.35,Not Verified,12.21,0.335320181,0,36,1,0,29591
26.3,Verified,53.25,0.636475522,0,36,1,2,106532
5.31,Verified,28.82,0.351771255,0,36,2,4,34189
9.93,Not Verified,20.66,0.140254639,0,60,2,0,33852
18.06,Not Verified,39.57,0.171081405,1,60,1,3,81832
10.9,Not Verified,NA,0.132407407,0,36,3,1,27885
7.97,Not Verified,33.78,0.222045599,0,36,1,1,39950
9.93,Not Verified,8.64,0.145307763,0,36,1,1,21041
7.35,Source Verified,25.94,0.267201084,0,36,2,2,68598
14.08,Source Verified,9.63,0.240096186,0,36,1,3,212773
10.91,Not Verified,18.07,0.179436582,0,60,3,0,66199
19.03,Verified,22.25,0.147960186,0,36,1,0,25598
7.35,Source Verified,2.43,0.090297619,0,36,3,0,1517
10.42,Source Verified,17.94,0.515688706,0,36,2,3,57802
16.02,Source Verified,18.7,0.718195656,0,36,1,1,24535
21.45,Source Verified,21.27,0.644019402,0,60,1,1,37442
13.58,Not Verified,17.88,0.069130172,0,36,3,7,37410
14.08,Verified,24.47,0.832027715,0,36,1,0,58841
7.34,Not Verified,20.91,0.537417639,0,36,3,2,113537
16.02,Source Verified,33.04,0.280141744,0,36,2,0,29725
9.44,Source Verified,12.05,0.408659053,0,36,1,1,93209
12.62,Not Verified,14.69,0.134968491,1,60,2,2,43692
7.35,Not Verified,21.13,0.760831321,0,36,2,0,81307
6.07,Not Verified,27.74,0.23050035,0,36,3,1,62316
9.93,Verified,31.33,0.414867007,1,36,1,2,11776
9.43,Not Verified,22.57,0.109090468,0,60,2,1,22495
5.31,Not Verified,12.72,0.086081532,0,36,3,0,11164
17.09,Source Verified,21.42,0.802936359,0,36,1,1,41181
9.93,Not Verified,11.2,0.050843395,0,60,2,0,15698
19.03,Source Verified,18.15,0.882155554,0,60,1,1,75187
17.47,Verified,17.66,0.075877412,0,60,3,4,40552
7.34,Not Verified,17.53,0.407631377,0,36,3,1,57432
6.72,Not Verified,16.85,0.252404006,0,60,1,6,45672
6.72,Not Verified,22.54,0.159128434,0,36,2,0,65633
10.91,Not Verified,12.67,0.056355681,0,36,1,9,20414
16.02,Source Verified,23.28,0.715270422,0,60,1,4,43894
6.72,Verified,15.09,0.130063674,0,36,2,1,45653
9.93,Not Verified,13.3,0.258176937,0,36,1,1,10964
21.45,Verified,19.64,0.215071559,0,60,1,1,31708
12.61,Source Verified,5.74,0.384137671,0,60,2,2,34577
21.45,Source Verified,31.64,0.400772877,0,60,3,5,285408
11.99,Not Verified,3.23,0.911518987,0,36,2,0,14402
6.08,Source Verified,10.69,0.380431832,0,36,1,1,30834
18.45,Source Verified,10.33,0.861348454,0,60,3,0,33267
24.85,Source Verified,12.54,0.593598372,0,36,1,0,30340
14.08,Source Verified,8.92,0.098371512,0,36,2,1,16340
15.05,Source Verified,15,0.067702053,0,60,2,2,11286
9.43,Source Verified,21.21,0.148598549,0,36,3,1,132031
6.72,Not Verified,17.08,0.386315173,0,36,1,1,137867
6.71,Not Verified,25.65,0.210508226,0,36,2,2,36135
9.44,Source Verified,10.52,0.787846231,0,36,2,2,46932
9.44,Source Verified,6.31,0.654369369,0,36,1,1,14527
10.42,Verified,27.79,0.272406891,0,60,2,4,67093
30.65,Verified,37.72,0.643263624,0,36,2,2,127958
9.93,Source Verified,19.7,0.100092267,0,36,2,2,25493
9.43,Source Verified,28.95,0.247559551,0,36,3,0,44304
9.44,Not Verified,16.61,0.428672566,1,36,1,0,14532
11.99,Verified,18.42,0.153392134,0,36,1,1,96626
21.85,Verified,31.74,0.833777408,1,60,2,19,260668
13.58,Source Verified,33.81,0.468575046,0,36,3,0,42936
7.35,Not Verified,36.01,0.658541804,0,36,3,0,36933
7.97,Not Verified,4.64,0.04809704,1,36,1,2,10575
25.82,Not Verified,20.56,0.57050172,0,36,2,2,75446
9.43,Not Verified,12.82,0.214213836,0,36,3,2,6812
14.07,Source Verified,0,0,0,36,3,2,0
20,Source Verified,32,0.22678673,0,36,1,2,49464
9.43,Verified,7.7,0.369682292,1,36,3,2,11601
14.08,Verified,27.61,0.250549019,0,36,1,3,33200
15.05,Source Verified,14.6,0.182865702,1,36,1,4,83873
9.92,Not Verified,4.33,0.104165651,0,60,3,0,19237
14.08,Source Verified,16.4,0.238849378,0,60,1,3,153246
13.58,Verified,20.54,0.784256299,0,60,3,3,35079
18.06,Not Verified,28.58,1.835279543,1,60,1,1,271113
10.42,Source Verified,21.6,0.616878705,0,36,2,0,46306
16.02,Not Verified,22.49,0.197535667,0,36,1,0,21835
20,Source Verified,15.44,0.85815492,0,60,1,2,16474
12.62,Verified,12.92,0.187701353,0,60,2,1,32627
9.93,Not Verified,19.09,0.132099961,0,60,3,7,51296
18.45,Source Verified,25.96,0.706791134,0,36,3,2,38841
6.08,Source Verified,23.34,0.423209954,0,36,1,1,27041
9.43,Verified,10.45,0.078878297,0,36,3,3,8655
10.42,Not Verified,29.66,0.418863198,0,36,2,0,21739
16.02,Source Verified,32.37,0.151868343,0,36,1,4,86975
11.98,Not Verified,39.37,0.672860912,0,36,3,0,157364
19.42,Verified,13,0.031723432,0,36,3,1,7620
10.91,Not Verified,10.38,0.503014146,0,36,1,0,41888
21.45,Source Verified,5.11,0.660566038,0,60,2,5,3501
25.81,Not Verified,50.47,0.213234352,0,36,3,4,79910
7.96,Not Verified,25.71,0.697097783,0,36,3,0,107199
30.17,Verified,23.51,0.147805453,0,60,1,5,42667
12.62,Verified,49.78,0.207955134,0,36,1,2,87175
10.91,Verified,23.08,0.286191321,0,36,2,4,233804
11.99,Source Verified,10.27,0.323721859,0,60,2,2,23352
7.97,Verified,18.4,0.110311256,0,36,1,2,40133
7.34,Not Verified,24.48,0.494905525,0,36,2,0,10346
12.62,Not Verified,13.05,0.056604009,0,60,2,5,13605
6.72,Source Verified,11.64,0.521610753,1,36,1,3,37098
15.04,Verified,29.72,0.348895941,0,60,3,5,109277
6.08,Not Verified,15.26,0.246340131,0,36,2,2,13529
11.98,Source Verified,19.75,0.829355954,1,60,3,4,91609
12.61,Source Verified,9.71,0.853835466,0,36,3,1,100166
21.45,Verified,39.12,0.267543185,0,60,1,2,285109
10.42,Source Verified,15.44,0.400900901,0,36,2,0,4450
14.08,Not Verified,29.69,0.738035798,0,60,3,0,48779
9.44,Source Verified,12.04,0.481593715,0,36,1,0,12873
10.41,Not Verified,26.06,0.924341363,0,36,3,1,102344
12.62,Verified,24.63,0.442080759,0,36,1,3,24688
19.03,Verified,3.59,0.523397104,0,36,2,2,4049
9.44,Source Verified,20.4,0.224269238,0,60,1,1,90228
10.9,Not Verified,5.96,0.483380282,0,36,2,0,3432
24.85,Source Verified,27.68,0.244677419,0,60,2,6,64461
9.44,Source Verified,8.9,0.3085,0,36,1,0,9872
10.42,Not Verified,25.7,0.692418738,0,36,1,3,57558
14.07,Verified,22.92,0.103868292,0,60,3,5,97682
9.44,Verified,4.44,0.058545338,0,60,2,0,16576
12.61,Source Verified,19.8,0.499308745,0,36,3,4,33588
6.08,Not Verified,8.66,0.186658494,0,36,1,2,52986
6.08,Not Verified,18.35,0.218774018,0,36,2,1,95641
16.02,Verified,25.14,0.83338953,0,60,1,3,93923
15.04,Not Verified,23.01,0.433755793,0,36,3,3,45861
5.31,Source Verified,8.69,0.068828861,0,36,3,0,21536
20,Not Verified,30.84,0.651457024,0,36,2,1,39905
20.39,Verified,27.53,0.212590386,1,60,3,3,32899
9.43,Not Verified,1.56,0.055143598,0,36,3,3,5741
9.93,Source Verified,34.01,0.424152521,0,36,1,5,50324
12.62,Verified,12.81,0.099415438,0,60,2,3,34932
13.59,Not Verified,15.21,0.658823294,1,60,1,6,32955
7.35,Not Verified,18.64,0.321821953,0,36,1,2,60042
10.9,Source Verified,34.23,0.171157402,0,60,3,0,55995
9.93,Not Verified,12.67,0.474727742,0,60,1,0,52005
10.91,Not Verified,7.68,0.232075472,0,36,2,2,3690
10.9,Source Verified,11.37,0.824753363,0,36,3,4,18392
16.02,Source Verified,5.39,0.445642023,1,60,2,1,11453
20,Source Verified,12.39,0.547655172,0,36,1,7,7941
24.85,Source Verified,16.79,0.912317633,0,60,1,1,324609
28.72,Not Verified,28.46,0.506646871,0,60,2,1,22181
6.72,Not Verified,22.14,0.266848115,0,36,1,3,198931
14.08,Verified,23.61,0.27349735,0,60,1,1,39842
9.93,Source Verified,12.33,0.832030925,0,36,1,2,20017
12.62,Source Verified,10.03,0.369331737,1,60,1,13,41644
6.72,Verified,18.87,0.173061492,0,36,2,0,34293
7.35,Verified,27.53,0.419795566,0,60,2,2,108340
10.91,Verified,77.67,0.178247423,0,36,1,1,12103
16.02,Verified,25.92,0.643324157,0,60,2,0,33651
9.93,Verified,20.4,0.039526782,0,36,1,3,37671
18.06,Verified,29.11,0.132548077,0,36,1,0,31216
9.93,Source Verified,24.76,0.087336476,0,36,2,0,37907
17.09,Source Verified,38.46,0.27874272,0,36,1,0,75042
7.35,Not Verified,9.11,0.447923729,0,36,1,1,31713
12.62,Not Verified,5.41,0.611453488,0,36,1,0,10517
9.93,Source Verified,37.21,0.184563273,0,36,1,1,49802
21.85,Not Verified,32.8,0.599983848,0,36,3,1,37145
9.44,Not Verified,18.46,0.666786059,0,36,1,2,48402
10.9,Source Verified,22.97,0.710988995,0,60,3,0,96649
20,Verified,8.38,0.032049689,0,60,2,2,16254
13.59,Not Verified,32.8,0.680355887,0,36,3,3,41599
9.93,Not Verified,30.91,0.166097297,0,60,2,2,40452
9.93,Not Verified,12.48,0.485928235,0,36,1,0,34912
7.96,Verified,22.08,0.249882544,0,36,3,0,43081
21.45,Verified,20.77,0.726628322,0,36,2,1,41311
24.85,Verified,24.09,0.293535682,1,60,3,8,56343
17.09,Verified,56.92,0.555204295,0,36,2,4,207235
21.45,Not Verified,22.42,0.829802095,0,60,2,2,35640
11.99,Source Verified,19.18,0.447833037,0,60,2,0,25213
13.58,Verified,33.34,0.274188651,0,36,3,0,110169
19.03,Source Verified,27.05,1.0206251,0,36,1,0,172058
7.97,Source Verified,9.88,0.882304965,0,36,1,1,74643
7.35,Not Verified,21.07,0.401115933,0,36,1,4,62112
22.91,Verified,36.2,0.211734958,0,36,3,1,45050
9.93,Not Verified,12.55,0.296476684,0,36,1,1,80108
6.71,Not Verified,37.42,0.854858945,0,36,3,1,230994
6.07,Source Verified,13.84,0.833458955,0,36,3,0,49760
10.42,Verified,23.15,0.226393012,0,60,2,0,34625
12.61,Not Verified,32.41,0.291570731,0,36,3,1,40270
16.01,Source Verified,28.02,0.561182533,1,60,3,4,51727
6.07,Not Verified,12.98,0.144119173,0,36,2,6,74978
6.08,Not Verified,10.43,0.305137529,0,36,1,0,31550
15.05,Source Verified,21.41,0.279234846,0,60,1,1,61485
7.96,Not Verified,22.51,0.80142708,0,36,3,1,18420
15.04,Not Verified,6.91,0.065322847,0,60,3,4,23498
6.08,Source Verified,18.7,0.327200951,0,36,1,0,68794
14.08,Verified,33.81,0.715136343,1,60,1,1,71701
11.99,Source Verified,22.37,0.93762374,0,36,1,2,168596
10.9,Source Verified,16.47,0.568804139,1,36,3,0,9784
13.58,Source Verified,17.17,0.64368957,0,36,3,6,75228
10.91,Source Verified,1.07,0.092307692,0,36,2,1,360
9.93,Source Verified,20.69,0.36806028,1,36,1,2,28673
19.03,Verified,35.5,0.65687497,0,36,2,1,27393
10.41,Source Verified,10.89,0.31088183,0,36,3,0,8045
9.43,Not Verified,10.06,0.08736685,0,36,3,0,13525
18.06,Source Verified,30.67,0.51696012,0,36,1,1,17176
12.62,Not Verified,19.92,0.653151872,0,36,1,0,71172
12.62,Not Verified,15.59,0.647773129,0,60,1,1,52331
14.08,Not Verified,13.14,0.24132215,1,36,1,8,53428
6.71,Not Verified,15.12,0.325115512,0,36,3,0,19702
14.08,Not Verified,21.42,0.576956547,0,60,1,12,49725
11.99,Source Verified,22.98,0.621864326,0,36,3,0,27492
21.45,Verified,9.26,0.764040404,1,60,1,0,15128
16.01,Not Verified,27.11,0.483538268,0,36,3,5,196112
6.71,Verified,2,0.04626506,0,36,3,0,384
12.61,Not Verified,18.36,0.598346337,1,36,3,0,25690
13.58,Not Verified,8.84,0.053959289,0,60,2,1,9095
7.35,Not Verified,13.88,0.111362844,0,60,3,2,31950
17.47,Source Verified,28.99,0.751023632,0,36,3,0,82723
21.45,Verified,4.14,0.655009757,0,36,1,3,42630
11.98,Not Verified,25.46,0.268272059,0,36,3,1,7297
15.05,Verified,16.44,0.520373211,0,36,1,1,20357
11.98,Source Verified,10.13,0.126992481,0,36,3,0,3378
6.72,Source Verified,4.19,0.04029031,0,36,1,0,5135
15.05,Source Verified,7.81,0.084306167,0,60,2,2,61825
20.39,Verified,27.78,0.185168568,0,60,2,2,48701
16.02,Source Verified,16.36,0.75957483,0,36,1,0,40161
5.32,Verified,28.77,0.10584199,0,36,2,0,44270
7.35,Source Verified,12.58,0.208939405,0,60,2,2,117098
10.42,Verified,36.6,0.64472655,0,36,1,1,68410
16.02,Source Verified,13.28,0.72671254,0,36,3,1,35380
6.07,Source Verified,6.34,0.597232361,0,36,2,0,18817
19.03,Verified,16.07,0.761025641,0,36,1,3,5194
6.71,Not Verified,9.1,0.66249042,0,36,3,4,59646
6.72,Not Verified,35.2,0.388600285,0,36,2,0,32166
18.45,Source Verified,10.42,0.083449745,0,36,3,0,37097
16.02,Verified,21.74,0.162098649,0,60,1,1,70013
9.44,Not Verified,12.79,0.262777617,1,36,1,0,41861
22.91,Not Verified,30.9,0.734923052,0,36,2,0,32330
6.08,Not Verified,9.15,0.562170961,0,36,1,0,16231
9.92,Not Verified,16.5,0.429625354,1,36,2,5,23818
12.62,Verified,36.15,0.313881252,0,36,1,1,176384
12.62,Not Verified,22,0.150466449,1,60,1,7,87322
21.45,Not Verified,18.09,0.820526237,0,36,1,7,43908
6.08,Not Verified,16.02,0.059349363,0,36,2,1,23888
17.47,Verified,34.98,0.27013209,0,36,3,1,37936
11.98,Verified,18.22,0.107364989,0,60,3,4,59865
15.05,Source Verified,9.9,0.931703115,0,36,1,1,70297
16.02,Not Verified,12.99,0.600576844,0,36,1,1,29152
10.91,Not Verified,23.59,0.099410793,1,36,2,1,20820
7.97,Source Verified,13.82,0.424166667,0,36,1,0,14252
14.07,Source Verified,27.88,0.753931095,0,36,3,1,34138
24.85,Source Verified,6.39,0.017109375,0,60,2,4,11055
13.58,Verified,22.16,0.136401378,1,60,2,2,67189
9.93,Verified,10.49,0.578087208,0,36,1,8,25574
6.08,Not Verified,24.5,0.579441084,0,36,1,0,44351
7.35,Verified,11.4,0.180554548,0,36,2,3,22407
15.04,Source Verified,2.7,0.14059322,0,36,3,1,1659
9.44,Source Verified,5.39,0.093878726,0,36,1,2,7498
12.61,Not Verified,26.6,0.592306605,0,60,3,0,33521
11.98,Not Verified,25.36,0.245760634,0,60,2,1,50116
12.61,Verified,22.88,0.898478916,0,36,2,3,51862
6.71,Source Verified,8,0.707365439,0,36,3,1,24970
20.39,Source Verified,14.08,0.740041929,0,36,3,0,23651
9.43,Not Verified,15.77,0.154650492,0,36,3,0,52830
22.91,Source Verified,12.35,0.645789474,0,36,1,5,7362
16.02,Not Verified,21.09,0.386823255,0,60,2,0,15283
10.42,Verified,27.76,0.181405391,0,60,2,6,98559
20.39,Source Verified,10.31,0.951928285,0,60,3,2,89625
12.61,Not Verified,14.3,0.600326739,0,60,3,0,26825
15.04,Verified,21.55,0.513433576,0,36,3,0,26907
6.08,Not Verified,18.89,0.331503723,0,36,1,3,39801
18.06,Verified,191.7,0.287622436,0,60,2,3,65483
10.91,Source Verified,19.05,0.151533715,0,60,2,2,37846
7.34,Not Verified,23.21,0.585390505,0,36,3,0,38226
6.72,Source Verified,17.19,0.317420272,0,36,2,1,30825
15.05,Not Verified,37.07,0.628550154,0,36,1,3,23636
5.32,Source Verified,2.68,0.028558389,0,36,1,2,10638
6.72,Source Verified,8.4,0.548666667,0,60,2,0,20575
19.03,Source Verified,23.84,0.295351346,0,36,2,0,11773
7.97,Source Verified,35.38,0.670153686,0,36,2,6,85074
17.09,Verified,39.51,0.570878887,0,60,2,4,108455
14.08,Not Verified,10.72,0.933886454,0,36,1,2,35794
15.04,Not Verified,17.71,0.066147821,0,36,2,0,26178
21.45,Verified,42.65,0.792395784,0,36,2,1,149388
9.44,Not Verified,5.95,0.426882764,0,36,1,1,71721
9.93,Source Verified,48.19,0.229987645,0,36,1,0,83207
14.08,Source Verified,17.95,0.504136105,0,60,1,0,18283
15.05,Source Verified,174.49,0.548868659,0,60,1,1,72651
15.05,Source Verified,16.37,0.568053678,1,36,2,3,44532
9.44,Source Verified,15.92,0.401049257,0,36,1,1,12384
5.31,Source Verified,9.37,0.159085752,0,36,3,1,28746
10.42,Source Verified,18.5,1.204465077,0,36,1,5,142699
6.72,Not Verified,7.47,0.107576813,0,36,1,5,16981
17.09,Not Verified,33.28,0.534534884,0,60,1,2,55164
14.07,Not Verified,8.55,0.508612913,0,60,2,2,23680
13.59,Verified,18.8,0.309950062,0,60,2,1,24827
15.04,Source Verified,28.93,0.875462297,0,36,3,22,159546
11.98,Not Verified,3.27,0.156179775,0,60,3,0,2780
9.92,Source Verified,30.64,0.481551326,1,36,2,1,46475
15.04,Not Verified,14.14,0.076539148,0,60,3,0,19261
17.47,Source Verified,29.27,0.696720947,1,36,3,3,93957
6.07,Not Verified,6.77,0.241705964,0,36,3,0,17427
11.99,Not Verified,14.77,0.700906158,0,36,2,0,34111
14.07,Verified,43.08,0.125869818,0,36,3,0,64974
6.08,Verified,26.79,0.113057034,0,36,1,2,44020
13.58,Source Verified,4.28,0.305585586,0,36,2,1,3392
5.32,Source Verified,7.98,0.531525276,0,36,2,3,124783
15.04,Source Verified,7.95,0.096631342,0,60,2,1,8161
10.42,Source Verified,20.48,0.836883976,0,60,1,0,112350
7.35,Source Verified,18.01,0.296890756,1,36,2,2,31797
13.58,Source Verified,32.08,0.164685908,0,36,3,1,83517
7.35,Source Verified,24.91,0.763915012,0,36,1,1,87728
7.34,Not Verified,37.24,0.581700152,0,36,3,1,70790
10.42,Source Verified,9.38,0.09954684,0,60,1,2,38926
11.98,Verified,7.99,0.082809095,0,60,3,0,41004
16.02,Source Verified,34.08,0.170546896,0,36,1,2,37858
12.61,Source Verified,9.07,0.070814613,0,36,2,1,11979
9.44,Not Verified,15.02,0.556025768,0,36,2,3,82775
19.03,Not Verified,4.55,0.030490771,0,36,2,2,12786
14.08,Verified,24.36,0.133573881,0,60,2,24,26654
9.44,Source Verified,22.59,0.635147585,0,36,1,0,54462
9.93,Source Verified,11.33,0.141964826,0,36,2,1,21819
30.79,Not Verified,25.3,0.762187808,0,60,2,0,42572
18.45,Source Verified,19.55,0.176592379,0,36,3,3,60728
9.93,Not Verified,9.36,0.820819672,0,36,2,0,25035
16.02,Source Verified,11.57,0.742713082,1,60,1,1,32259
9.44,Not Verified,10.56,0.707093508,1,36,2,1,20674
16.02,Not Verified,34.49,0.708645677,1,36,1,0,69482
14.07,Source Verified,22.65,0.681837069,1,36,2,2,52511
17.09,Verified,3.47,0.122926829,0,60,1,7,5040
12.62,Not Verified,35.95,0.73452027,0,36,2,1,117084
16.01,Source Verified,21.44,1.031651943,0,60,3,2,559372
10.91,Source Verified,18.56,1.036000256,0,36,1,2,80865
16.02,Verified,29.97,0.668207158,0,60,1,0,73595
11.98,Not Verified,20.04,0.066010292,0,36,2,0,19242
7.35,Source Verified,1.5,0.08959799,0,36,2,0,1783
15.04,Not Verified,15,0.707092837,1,36,2,1,18074
13.58,Verified,22.64,0.292153523,1,60,3,2,43906
7.97,Verified,29.17,0.30690708,0,36,2,5,23421
20.39,Verified,94.29,0.841466008,0,36,2,4,253219
10.42,Verified,35.16,0.709554858,0,36,2,0,74328
7.97,Source Verified,21.98,0.467734349,0,36,2,5,78563
9.93,Source Verified,14.94,0.233889533,0,36,2,1,119482
19.03,Source Verified,14.05,0.120715375,0,36,2,1,21363
10.42,Source Verified,3.6,0.573078568,0,36,2,0,4019
7.35,Source Verified,23.72,0.320591113,0,36,1,3,62262
15.05,Not Verified,2.98,0.003762765,0,60,1,1,479
13.59,Source Verified,2.1,0.327288136,0,36,1,4,7724
5.31,Verified,4.66,0.016756903,0,36,3,2,10393
21.45,Verified,13.54,0.219179207,0,60,1,2,21352
26.3,Source Verified,32.71,0.967506061,0,60,2,0,149649
6.08,Source Verified,12.44,0.175039765,0,36,1,2,82425
18.06,Not Verified,18.23,0.128621795,0,36,1,2,20065
7.96,Not Verified,15.07,0.513070422,1,36,3,0,53484
20,Not Verified,30.89,0.712344527,0,36,1,1,32817
12.61,Source Verified,4.99,0.158853959,0,36,3,1,5988
6.08,Not Verified,6.26,0.252408027,0,36,2,1,7547
13.58,Not Verified,10.58,0.363752998,1,36,3,1,13042
15.05,Verified,30.35,0.753125,1,36,2,0,20485
5.31,Not Verified,18.41,0.08901752,0,36,3,0,29973
7.35,Source Verified,17.91,0.114123167,0,36,1,4,38575
7.34,Source Verified,11.52,0.43577828,0,36,3,6,266695
7.97,Not Verified,13.71,0.475022375,0,36,2,6,42990
19.03,Verified,21.9,0.74972396,0,36,2,2,79443
16.02,Verified,41.35,0.234585217,1,60,2,6,84130
11.98,Source Verified,21.33,0.512411722,1,36,3,2,24234
6.08,Verified,4.37,0.015014499,1,36,2,5,5245
7.96,Not Verified,28.42,1.004022591,0,36,3,0,111819
13.59,Verified,13.37,0.107920638,0,36,1,1,20164
30.79,Verified,27.78,0.829069357,0,60,1,0,75117
13.58,Not Verified,28.67,0.846517774,0,36,2,4,51889
14.08,Not Verified,30.9,0.773385987,0,36,2,1,108496
6.08,Not Verified,27.35,0.33127821,0,36,1,6,110312
7.35,Not Verified,23.24,0.498334681,0,36,1,1,61644
12.61,Source Verified,24.93,0.617330961,0,36,3,0,17347
10.42,Not Verified,12.26,0.737901228,0,36,2,1,26805
14.08,Not Verified,30.68,0.268513108,0,60,2,1,55144
